participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.payable_round,player.payoff_for_trade,player.hl_switch_point,player.hl_draw_row,player.hl_draw_option,player.hl_draw_random,player.savings_interest,player.inflation_effect,player.bid_price_definition,player.mortgage_comparison,player.asset_fluctuations,player.investment_risk,player.long_term_returns,player.stock_mutual_fund_loss,player.bid_ask_spread,player.mutual_fund_statements,player.bond_investment,player.credit_card_payment,player.num_quiz_questions,player.num_correct_answers,player.payoff_for_quiz,player.payoff_for_quiz_expected,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.pilot_difficulty,player.pilot_instruction_clarity,player.pilot_unclear_open,player.pilot_payoff_understanding,player.pilot_interface_clarity,player.pilot_tech_issues,player.pilot_tech_issues_desc,player.pilot_flow_unsure_steps,player.pilot_one_change,player.pilot_surprises_mismatch,player.pilot_missing_info,player.pilot_confusing_wording,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
310,dxphaf8v,,0,0,51,,,,0,,,0.0,310,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
311,xgitodnb,,0,0,51,,,,0,,,0.0,311,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
312,dr1orw4o,,0,0,51,,,,0,,,0.0,312,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
313,7ip65zok,,0,0,51,,,,0,,,0.0,313,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
314,brvqf3ps,,0,0,51,,,,0,,,0.0,314,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
315,d2dq0ol5,,0,0,51,,,,0,,,0.0,315,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
316,286wkofv,,0,0,51,,,,0,,,0.0,316,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
317,0xlewu7w,,0,0,51,,,,0,,,0.0,317,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
318,db2o8lsk,,0,0,51,,,,0,,,0.0,318,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
319,wu9849xy,,0,0,51,,,,0,,,0.0,319,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
320,5rdsxxfq,,0,0,51,,,,0,,,0.0,320,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
321,s7x0bk2v,,0,0,51,,,,0,,,0.0,321,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
322,qqwahmqq,,0,0,51,,,,0,,,0.0,322,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
323,emx1ydq1,,0,0,51,,,,0,,,0.0,323,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
324,4sg0glov,,0,0,51,,,,0,,,0.0,324,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
325,ofakv96s,,0,0,51,,,,0,,,0.0,325,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
326,70g2cyy4,,0,0,51,,,,0,,,0.0,326,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
327,3p74owsb,,0,0,51,,,,0,,,0.0,327,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
328,4ta8yws6,,0,0,51,,,,0,,,0.0,328,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
329,l4sl4f4k,,0,0,51,,,,0,,,0.0,329,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
330,8t8wp06f,,0,0,51,,,,0,,,0.0,330,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
331,gstdypg7,,0,0,51,,,,0,,,0.0,331,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
332,7q1wm10q,,0,0,51,,,,0,,,0.0,332,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
333,mpeoo49z,,0,0,51,,,,0,,,0.0,333,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
334,rrpqftjr,,0,0,51,,,,0,,,0.0,334,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
335,hzj77j11,,0,0,51,,,,0,,,0.0,335,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
336,n297hsq4,,0,0,51,,,,0,,,0.0,336,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
337,422fj6fw,,0,0,51,,,,0,,,0.0,337,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
338,jrp6cjhs,,0,0,51,,,,0,,,0.0,338,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
339,7acaj3ju,,0,0,51,,,,0,,,0.0,339,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
340,qz78h0bj,,0,0,51,,,,0,,,0.0,340,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
341,xjcbkrkv,,0,0,51,,,,0,,,0.0,341,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
342,2y69tpfw,,0,0,51,,,,0,,,0.0,342,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
343,u63oexg3,,0,0,51,,,,0,,,0.0,343,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
344,d2sophzs,,0,0,51,,,,0,,,0.0,344,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
345,5hihh6mg,,0,0,51,,,,0,,,0.0,345,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
346,43c32y7w,,0,0,51,,,,0,,,0.0,346,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
347,d0jv53ta,,0,0,51,,,,0,,,0.0,347,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
348,3z8bf9c3,,0,0,51,,,,0,,,0.0,348,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
349,t16sxslc,,0,0,51,,,,0,,,0.0,349,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
350,d3bnf31m,,0,0,51,,,,0,,,0.0,350,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
351,xs48r4c7,,0,0,51,,,,0,,,0.0,351,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
352,ahgm2ojy,,0,0,51,,,,0,,,0.0,352,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
353,lwrza2p1,,0,0,51,,,,0,,,0.0,353,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
354,g212ua9y,,0,0,51,,,,0,,,0.0,354,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
355,vos9ccnu,,0,0,51,,,,0,,,0.0,355,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
356,80q7ju7y,,0,0,51,,,,0,,,0.0,356,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
357,4uwzywt7,,0,0,51,,,,0,,,0.0,357,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
358,dre290tv,,0,0,51,,,,0,,,0.0,358,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
359,bkfdz28u,,0,0,51,,,,0,,,0.0,359,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
360,0l20swq6,,0,0,51,,,,0,,,0.0,360,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
361,1wydni6p,,0,0,51,,,,0,,,0.0,361,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
362,q71u43w2,,0,0,51,,,,0,,,0.0,362,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
363,h3xnmki9,,0,0,51,,,,0,,,0.0,363,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
364,3x2b6owm,,0,0,51,,,,0,,,0.0,364,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
365,snl7ttwj,,0,0,51,,,,0,,,0.0,365,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
366,2m1gep9s,,0,0,51,,,,0,,,0.0,366,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
367,k265hs6r,,0,0,51,,,,0,,,0.0,367,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
368,0ukvparh,,0,0,51,,,,0,,,0.0,368,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
369,3i29uqvo,,0,0,51,,,,0,,,0.0,369,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
370,ygpumaw7,,0,0,51,,,,0,,,0.0,370,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
371,7m33ak1v,,0,0,51,,,,0,,,0.0,371,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
372,8b98snmj,,0,0,51,,,,0,,,0.0,372,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
373,hw4pccrj,,0,0,51,,,,0,,,0.0,373,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
374,f8p9ivna,,0,0,51,,,,0,,,0.0,374,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
375,o7ysb72y,,0,0,51,,,,0,,,0.0,375,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
376,2bpyrkp7,,0,0,51,,,,0,,,0.0,376,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
377,5b0y5xxi,,0,0,51,,,,0,,,0.0,377,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
378,5l7er2vu,,0,0,51,,,,0,,,0.0,378,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
379,1174yafx,,0,0,51,,,,0,,,0.0,379,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
380,cjueeqwh,,0,0,51,,,,0,,,0.0,380,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
381,dse7rupd,,0,0,51,,,,0,,,0.0,381,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
382,wfojvogy,,0,0,51,,,,0,,,0.0,382,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
383,vucm1504,,0,0,51,,,,0,,,0.0,383,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
384,8lm3gfus,,0,0,51,,,,0,,,0.0,384,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
385,z5mcudw3,,0,0,51,,,,0,,,0.0,385,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
386,wz4lgsa2,,0,0,51,,,,0,,,0.0,386,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
387,0gwexcvf,,0,0,51,,,,0,,,0.0,387,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
388,xpsmzget,,0,0,51,,,,0,,,0.0,388,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
389,qketrljr,,0,0,51,,,,0,,,0.0,389,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
390,wfocbo0l,,0,0,51,,,,0,,,0.0,390,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
391,revgyv3b,,0,0,51,,,,0,,,0.0,391,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
392,pc2q68i0,,0,0,51,,,,0,,,0.0,392,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
393,me33d8cu,,0,0,51,,,,0,,,0.0,393,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
394,z4ex76ai,,0,0,51,,,,0,,,0.0,394,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
395,xglaznd7,,0,0,51,,,,0,,,0.0,395,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
396,p32arw91,,0,0,51,,,,0,,,0.0,396,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
397,l6fl3ywr,,0,0,51,,,,0,,,0.0,397,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
398,22q576dg,,0,0,51,,,,0,,,0.0,398,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
399,o63cm2f4,,0,0,51,,,,0,,,0.0,399,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
400,bkh6mgm5,,0,0,51,,,,0,,,0.0,400,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
401,vr6lbp3o,,0,0,51,,,,0,,,0.0,401,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
402,d2ievu0t,,0,0,51,,,,0,,,0.0,402,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
403,ok9nzrc8,,0,0,51,,,,0,,,0.0,403,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
404,o0fktyo7,,0,0,51,,,,0,,,0.0,404,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
405,v83soxur,,0,0,51,,,,0,,,0.0,405,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
406,n53dhd6w,,0,0,51,,,,0,,,0.0,406,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
407,mkqbfnbn,,0,0,51,,,,0,,,0.0,407,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
408,rxophiaq,,0,0,51,,,,0,,,0.0,408,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
409,3l16pveo,,0,0,51,,,,0,,,0.0,409,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
410,d786vtoo,,0,0,51,,,,0,,,0.0,410,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
411,pqqurelk,,0,0,51,,,,0,,,0.0,411,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
412,zlq5fngd,,0,0,51,,,,0,,,0.0,412,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
413,ub01klmf,,0,0,51,,,,0,,,0.0,413,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
414,td67sd1n,,0,0,51,,,,0,,,0.0,414,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
415,pib42jkw,,0,0,51,,,,0,,,0.0,415,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
416,iamduspb,,0,0,51,,,,0,,,0.0,416,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
417,926afx55,,0,0,51,,,,0,,,0.0,417,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
418,i21bucm0,,0,0,51,,,,0,,,0.0,418,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
419,lt8m79r6,,0,0,51,,,,0,,,0.0,419,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
420,cubza75h,,0,0,51,,,,0,,,0.0,420,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
421,f2h6pf9t,,0,0,51,,,,0,,,0.0,421,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
422,b3l50iuh,,0,0,51,,,,0,,,0.0,422,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
423,ir02ujpg,,0,0,51,,,,0,,,0.0,423,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
424,ydothw3n,,0,0,51,,,,0,,,0.0,424,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
425,7qmgjccx,,0,0,51,,,,0,,,0.0,425,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
426,q1okelqf,,0,0,51,,,,0,,,0.0,426,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
427,mo601ifv,,0,0,51,,,,0,,,0.0,427,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
428,n8s3loa5,,0,0,51,,,,0,,,0.0,428,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
429,jk3wbdgw,,0,0,51,,,,0,,,0.0,429,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
430,dmdc9lic,,0,0,51,,,,0,,,0.0,430,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
431,poa9fxsx,,0,0,51,,,,0,,,0.0,431,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
432,0gwwpt2m,,0,0,51,,,,0,,,0.0,432,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
433,l2wrrmd8,,0,0,51,,,,0,,,0.0,433,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
